	Lao	vietnamese	score
1914	ແຕ່ ສຳ ລັບພວກເຮົາທີ່ເຫຼືອ - ນີ້ແມ່ນຫ້ອງທີ່ເຕັມໄປດ້ວຍຄວາມກະຕືລືລົ້ນກ່ຽວກັບອະນາຄົດຂອງດາວເຄາະ, ແລະຈົນກະທັ້ງພວກເຮົາກໍ່ບໍ່ໄດ້ເອົາໃຈໃສ່ ເຖີງການນຳ ໃຊ້ພະລັງງານທີ່ກໍ່ໃຫ້ເກີດການປ່ຽນແປງດິນຟ້າອາກາດ.	Và họ cần làm một điều gì đó triệt để , khi bạn nghĩ về cách thức mà chính phủ hoạt động .	0
1915	ນີ້ແມ່ນເພື່ອນຮ່ວມງານຂອງຂ້ອຍ Warren Jones, ເຊິ່ງໄດ້ເຂົ້າຮ່ວມກັບຂ້ອຍໃນການສ້າງວິທີການສຶກສາເຫຼົ່ານີ້ໃນ 12 ປີທີ່ຜ່ານມາເຈົ້າເຫັນວ່າມີເດັກນ້ອຍອາຍຸ 5 ເດືອນທີ່ມີຄວາມສຸກເຊິ່ງເປັນເດັກຊາຍອາຍຸ 5 ເດືອນ ກຳ ລັງຈະສັງເກດເບິ່ງສິ່ງທີ່ໂລກສະ ເໜີ ໃຫ້ ແມ່ຂອງເດັກ, ຜູ້ເບິ່ງແຍງເດັກ, ແຕ່ຍັງມີປະສົບການທີ່ລາວຈະຮູ້ສຶກໃນສະຖານທີ່ລ້ຽງເດັກນີ້	Đội tuyển Việt Nam lọt vào top 100 thế giới trên Bảng xếp hạng FIFA	0
1916	ເມື່ອພວກເຮົາເລີ່ມຕົ້ນ Google 15 ປີກ່ອນ, ວິໄສທັດຂອງຂ້ອຍແມ່ນວ່າໃນທີ່ສຸດທ່ານຈະບໍ່ຕ້ອງການ ຄຳ ຖາມຄົ້ນຫາດຽວ.	Điều này đặt lên chúng ta một trách nhiệm cực kì to lớn Đó không phải chỉ là trách nhiệm chủa các nhà khoa học và đạo đức học những người thường nghĩ và viết về vấn đề này .	0
1917	ແລະແມ່ຂອງຂ້ອຍໄດ້ເອົາກະເປົາເຕັມຊຸດ ກະເປົ່າໜຶ່ງແມ່ນລ້ວນແຕ່ປື້ມ ສຳ ລັບຂ້ອຍເຊິ່ງເປັນທຳມະຊາດ.	Điều này là không tránh được , là khủng khiếp , nhưng điều mà tôi muốn nói là tôi hoàn toàn bị mê hoặc bởi di sản mà con người để lại khi họ qua đời	0
1918	ໃນສ່ວນໃຫຍ່ເພາະວ່າປະຊາຊົນຮັກ Desmond Tutu ແລະປະກອບເປັນຂັ້ນຕອນຂອງຂັ້ນຕອນຫ້າທີ່ກ່ຽວຂ້ອງກັບຫລາຍພັນຄົນແລະບາງທີອາດມີຫລາຍລ້ານຊົນເຜົ່າໃນປະເທດຂອງພວກເຂົາ, ເພື່ອເຮັດໃຫ້ຄົນຢູ່ຮ່ວມກັນ	Tăng cường tình đoàn kết, hữu nghị giữa thanh niên hai nước Việt Nam, Lào	0
1919	ນັ້ນບໍ່ໄດ້ ໝາຍ ຄວາມວ່າ Big Pharma ບໍ່ໄດ້ໃຊ້ເງິນໃນການປະຕິຮູບ.	Và tôi không thể diễn tả cảm xúc vui sướng của mình như thế nào khi tôi đến được bờ bên kia .	0
1920	ເພາະວ່າສຳລັບພວກເຂົາ,ມັນບໍ່ຄືກັບອາຫານຈີນເລີຍ.	Thủ tướng Chính phủ vừa phê duyệt bổ sung quy hoạch khu kinh tế ven biển Quảng Yên (tỉnh Quảng Ninh) vào Quy hoạch phát triển các khu kinh tế ven biển ở Việt Nam đến năm 2020 .	0
1921	ການບິນ ຫວຽດນາມ ຈະຟື້ນຟູໄວກ່ວາບັນດາປະເທດອາຊີຕາເວັນອອກສ່ຽງໃຕ້ອື່ນ	Và họ cần làm một điều gì đó triệt để , khi bạn nghĩ về cách thức mà chính phủ hoạt động .	0
1922	ແລະຂ້ອຍ ກຳ ລັງລໍຖ້າລາວລົງມາ, ແລະຂ້ອຍຮູ້ວ່າລາວ ກຳ ລັງເດີນທາງໄປ.	Đội tuyển Việt Nam lọt vào top 100 thế giới trên Bảng xếp hạng FIFA	0
1923	ວິໄສທັດໃໝ່, ກຳລັງໜູນໃໝ່ໃຫ້ແກ່ການເຕີບໂຕເສດຖະກິດໃນສັງກາດໃໝ່	Điều này là không tránh được , là khủng khiếp , nhưng điều mà tôi muốn nói là tôi hoàn toàn bị mê hoặc bởi di sản mà con người để lại khi họ qua đời	0
1924	ຍິ່ງໃຫຍ່, ຫຼາຍຮ້ອຍຄົນໄດ້ຮ່ວມມືກັນເພື່ອເຮັດໃຫ້ຄວາມຝັນຂອງຂ້ອຍກາຍເປັນຈິງ.	Tăng cường tình đoàn kết, hữu nghị giữa thanh niên hai nước Việt Nam, Lào	0
1925	ຂ້າພະເຈົ້າຍັງໄດ້ພົບ ຄຳ ຕອບດ້ວຍວິທີທີ່ມີຄວາມ ໝາຍ, ກາຍເປັນຈິນຕະນາການແຕ່ຫຼັງຈາກນັ້ນ ນຳ ສະ ເໜີ ໃນໂລກຕົວຈິງ, ໂລກເສມືນ.	Và tôi không thể diễn tả cảm xúc vui sướng của mình như thế nào khi tôi đến được bờ bên kia .	0
1926	ແລະແນ່ນອນວ່າພວກເຮົາບໍ່ມີເງິນ, ພວກເຮົາຫຼີ້ນກີຕາແລະຫາເງິນ ສຳ ລັບສະແຕມທີ່ພວກເຮົາສົ່ງໄປ	Thủ tướng Chính phủ vừa phê duyệt bổ sung quy hoạch khu kinh tế ven biển Quảng Yên (tỉnh Quảng Ninh) vào Quy hoạch phát triển các khu kinh tế ven biển ở Việt Nam đến năm 2020	0
1927	ພວກເຮົາທຸກຄົນຮູ້ວ່າມັນກາຍເປັນຮູບເງົາທີ່ ໜ້າ ສົນໃຈແລະມັນກໍ່ ໜ້າ ສົນໃຈທີ່ຈະເຫັນມັນເຂົ້າໄປໃນວັດທະນະ ທຳ ແລະກາຍເປັນປະກົດການທີ່ເຫັນມັນອອກມາໃນຮູບແບບທີ່ແຕກຕ່າງກັນນັບບໍ່ຖ້ວນ.	Chúng ta có một cơ hội mở , vì bộ não được rèn luyện trong thời gian dài và cơ hội mở đó xảy đến trong 3 năm đầu của duộc đời	0
1928	ລາງວັນລວບລວມ 2 ຢ່າງໄດ້ມອບໃຫ້ແກ່ສຳນັກຂ່າວ ວິທະຍຸກະຈາຍສຽງຫວຽດນາມ ແລະ ສຳນັກຂ່າວສານ ຫວຽດນາມ.	Tôi có thể đoán được không ai trong phòng này hiểu bốn thuật ngữ đầu tiên này.	0
1929	ລາວບໍ່ຮູ້ບຸກຄົນແຕ່ລະຄົນ, ແຕ່ດ້ວຍຄວາມຫຼົງໄຫຼທີ່ ໜ້າ ປະທັບໃຈ, ລາວຫັນຄົນເຂົ້າໄປໃນການກະ ທຳ ໂດຍໃຫ້ພວກເຂົາມີຄວາມສາມາດຄວບຄຸມການໂຕ້ຖຽງແລະເຄື່ອງມືທີ່ແຕ່ລະຄົນຕ້ອງການເພື່ອ ໝູນ ໃຊ້ຊື່ຂອງລາວໂດຍການສ້າງແຄມເປນຂອງຕົນເອງ.	Tôi sẽ đưa các bạn bay vào 5 dự án nghiên cứu ở AlloSphere mà sẽ đưa các bạn từ dữ liệu sinh học khổng lồ đến động lượng điện từ.	0
1930	ອີກວິທີ ໜຶ່ງ ທີ່ທ່ານອາດຈະເຂົ້າໃຈເລື່ອງນີ້, ຄວາມໂກດແຄ້ນຕໍ່ຄົນຈີນນີ້ແມ່ນຜ່ານບົດເລື່ອງຕ່າງໆເຊັ່ນນີ້.	Đây là Bộ phận Nghiên cứu Nhân chủng học Pháp y , và trên một mẫu 6 lô vào bất cứ lúc nào cũng có khoảng 75 tử thi đang được nghiên cứu bởi các nhà Nhân chủng học Pháp y và các chuyên gia - những người quan tâm đến việc giám sát tỉ lệ phân huỷ của xác chết.	0
1931	ຂ້າພະເຈົ້າ ຈຳ ໄດ້ວ່າໄດ້ຢືນຢູ່ແຄມຂອງພູເຂົານ້ ຳ ກ້ອນ, ກຳ ລັງຈະດຳເຂົ້າໄປໃນນ້ ຳ, ແລະຄິດວ່າຂ້ອຍບໍ່ເຄີຍເຫັນສະຖານທີ່ທີ່ ໜ້າ ຢ້ານກົວດັ່ງກ່າວຢູ່ເທິງແຜ່ນດິນໂລກ.	Có một lần , tôi muốn nhảy vào bên trong hình ảnh này nên tôi đã mua những kính 3D màu đỏ và màu xanh , đứng rất gần màn hình , nhưng vẫn thấy không giống là có thể đi bộ xung quanh và chạm vào chúng.	0
1932	ແລະລາວເວົ້າວ່າ, ດີ, ທຸກຢ່າງໃນຊີວິດມີຄວາມສົມດຸນ	Tôi nghĩ dự án này giúp ta bước đầu nhìn thấy những vật thể chưa từng thấy trước đây nếu chúng ta , những kiến trúc sư bắt đầu suy nghĩ về việc thiết kế không phải là các đối tượng , nhưng một quá trình để sản tạo ra các đối tượng.	0
1933	ພວກເຮົາເບິ່ງບັນຫາສິດທິມະນຸດແລະຄວາມປອດໄພໃນຫລາຍປະເທດທົ່ວໂລ	Nào , chúng đã quen với tiếng động của máy , và chúng cứ quay lại , và đào ra những hạt lạc này , từ đống đồng xu ở đó.	0
1934	ນີ້ແມ່ນເລື່ອງກ່ຽວກັບວິທີທີ່ Harriet ສົນໃຈການ ນຳ ໃຊ້ໄຟຟ້າຂອງນາງ.	Ông vừa nói chuyện với một cái nhìn thật sâu sắc sự đồng cảm với bệnh nhân .	0
1935	ຍອດມູນຄ່າສົ່ງອອກນຳເຂົ້າສິນຄ້າຂອງຫວຽດນາມເພີ່ມຂຶ້ນເກືອບ 17 ເທົ່າພາຍຫຼັງໄລຍະ 19 ປີ	Thực tế , nhiều người trong số họ còn đi lấy máy ảnh từ phòng nghỉ và chụp hình với chúng tôi.	0
1936	ໃນເວລາທີ່ພວກເຂົາພົບກັບການວາດພາບທາງເລຂາຄະນິດແບບງ່າຍໆ, cortex ສາຍຕາເບື້ອງຕົ້ນຈະຖືກເປີດໃຊ້ງານ.	Một lần bà ấy nói rằng mình nhìn thấy một người đàn ông áo kẻ trong một nhà hàng .	0
1937	ທ່ານຮອງນາຍົກລັດຖະມົນຕີ ສະເໜີບັນດາອົງການຕິດຕາມກວດກາ ຕ້ອງເສີມຂະຫຍາຍຈົນສຸດພາລະບົດບາດຂອງຕົນເພື່ອໃຫ້ບັນດາຝ່າຍທີ່ກ່ຽວຂ້ອງພ້ອມກັນສືບຕໍ່ສ້າງບັນດາວິທີການແກ້ໄຂ, ເຮັດໃຫ້ລະບຽບການບໍລິຫານເປັນງ່າຍດາຍ, ຮັບປະກັນຕາມລະບຽບກົດໝາຍ.	Có những phần khác trong não chuyên tham gia vào việc nhận diện và gây ảo giác về nhà cửa và phong cảnh .	0
1938	ແຕ່ພວກເຮົາຫຼາຍຄົນພິຈາລະນາຕົນເອງ ໜຶ່ງ ໃນສອງໝວດ.	Đó là cách để bạn biết là mình bị mắc bẫy , đúng không .	0
1939	ພວກເຮົາ ກຳ ນົດພາສີສິ່ງແວດລ້ອມ, ແລະຈາກນັ້ນທຸກຄົນພໍໃຈແລະນັກທຸລະກິດທຸກຄົນຕ້ອງເສຍອາກອນເປັນປະ ຈຳ.	Theo kế hoạch, khoá huấn luyện đầu tiên sẽ được tổ chức tại Việt Nam vào cuối năm 2018.	0
1940	ມັນມັກຈະມີຄວາມເຂົ້າໃຈຜິດໃນຍຸກນີ້ວ່າບໍ່ມີຫຍັງທີ່ຍັງບໍ່ໄດ້ຄົ້ນພົບຫລືມີຄວາມສ່ຽງ.	Đây là một hình ảnh khá nhạy cảm để trình chiếu trên màn hình	0
1941	ລາວຈະໃຊ້ເງິນ $ 10,000 ເພື່ອຊື້ເວບໄຊທ໌ພຽງແຕ່ ສຳ ລັບຜູ້ຍິງທີ່ມັກມີເພດ ສຳ ພັນຢູ່ເທິງລົດຫລືລົດກິລາທີ່ມີລາຄາແພງ.	Hơn nữa , chúng có cơ chế để xắp xếp tất cả những mùi này và giao tiếp với nó .	0
1942	ຄົນເຮົາອາດຄິດວ່າ, ໃນຄວາມເປັນຈິງແລ້ວ, ການປະດິດຄິດແຕ່ງແຕ່ລະຢ່າງແມ່ນຫຼາຍເກີນສຳ ລັບຄວາມຄິດສ້າງສັນຂອງຜູ້ປະດິດສ້າງ.	Thượng toạ Thích Đức Thiện là người Việt Nam đầu tiên được nhận Huân chương danh gía này.	0
1943	ໃນເວລາ ພວກເຮົາທາສີອາຄານ ທຳ ອິດ, ໂດຍ ການຖອກສີສົ້ມທີ່ຮຸ່ງເຫລື້ອມເຕັມໄປດ້ວຍສີເທົາມືດຂອງສີ ໜ້າ, ສິ່ງທີ່ບໍ່ສາມາດຄາດຄິດໄດ້ເກີດຂື້ນ.	Nhưng điều thật sự thú vị với tôi và việc tìm ra lũ chim này đang thích nghi theo một cách khá bất thường .	0
1944	ເຖິງຢ່າງໃດກໍ່ຕາມ, ດຽວນີ້ພວກເຮົາຮູ້ສຶກເປັນ ທຳ ມະຊາດກັບມັນ.	Tổng cộng 7 người đàn ông nặc danh bước vào đều chỉ mặc quần lót.	0
1945	ບໍ່ມີໃຜເຄີຍຍ່າງຂ້າມທະເລ Antarctic ໄປຫາ South Pole ແລະຫັນຫລັງກັບ.	Một nửa lượng kháng sinh ở đất nước này , không phải cung cấp cho người , mà là cho thú nuôi .	0
1946	ວົງ ເງິນ ການ ຄ້າ ສົ່ງ ອອກ - ນຳ ເຂົ້າ ຂອງ ຫວຽດ ນາມ ຈະ ລື່ນກາຍຄາດ ໝາຍ 500 ຕື້ USD	Vì vậy nếu chúng ta bắt đầu hiểu và chúng ta thật sự muốn về y tế và sự phát triển , chúng ta có thể thay đổi cộng đồng và chúng ta có thể thay đổi các quốc gia .	0
